die,block,x,y,block_row,block_column,in_block_row,in_block_column,block_idx_in_die,design,material,structure
4,120,-1860.0,14700.0,9,10,6,3,20,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
4,136,-19140.0,13740.0,10,6,1,1,21,AGCL_whole_wafer,Pt,LW300
4,136,-18180.0,13740.0,10,6,1,2,21,AGCL_whole_wafer,Pt,LW600
4,136,-17220.0,13740.0,10,6,1,3,21,AGCL_whole_wafer,Pt,GC20_SC300
4,136,-19140.0,13260.0,10,6,2,1,21,AGCL_whole_wafer,Pt_Cl,LW300
4,136,-18180.0,13260.0,10,6,2,2,21,AGCL_whole_wafer,Pt_Cl,LW600
4,136,-17220.0,13260.0,10,6,2,3,21,AGCL_whole_wafer,Pt_Cl,GC20_SC300
4,136,-19140.0,12780.0,10,6,3,1,21,AGCL_whole_wafer,Ag,LW300
4,136,-18180.0,12780.0,10,6,3,2,21,AGCL_whole_wafer,Ag,LW600
4,136,-17220.0,12780.0,10,6,3,3,21,AGCL_whole_wafer,Ag,GC20_SC300
4,136,-19140.0,12300.0,10,6,4,1,21,AGCL_whole_wafer,Ag_Cl,LW300
4,136,-18180.0,12300.0,10,6,4,2,21,AGCL_whole_wafer,Ag_Cl,LW600
4,136,-17220.0,12300.0,10,6,4,3,21,AGCL_whole_wafer,Ag_Cl,GC20_SC300
4,136,-19140.0,11820.0,10,6,5,1,21,AGCL_whole_wafer,Pt_Ag,LW300
4,136,-18180.0,11820.0,10,6,5,2,21,AGCL_whole_wafer,Pt_Ag,LW600
4,136,-17220.0,11820.0,10,6,5,3,21,AGCL_whole_wafer,Pt_Ag,GC20_SC300
4,136,-19140.0,11340.0,10,6,6,1,21,AGCL_whole_wafer,Pt_Ag_Cl,LW300
4,136,-18180.0,11340.0,10,6,6,2,21,AGCL_whole_wafer,Pt_Ag_Cl,LW600
4,136,-17220.0,11340.0,10,6,6,3,21,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
4,137,-15300.0,13740.0,10,7,1,1,22,AGCL_whole_wafer,Pt,LW300
4,137,-14340.0,13740.0,10,7,1,2,22,AGCL_whole_wafer,Pt,LW600
4,137,-13380.0,13740.0,10,7,1,3,22,AGCL_whole_wafer,Pt,GC20_SC300
4,137,-15300.0,13260.0,10,7,2,1,22,AGCL_whole_wafer,Pt_Cl,LW300
4,137,-14340.0,13260.0,10,7,2,2,22,AGCL_whole_wafer,Pt_Cl,LW600
4,137,-13380.0,13260.0,10,7,2,3,22,AGCL_whole_wafer,Pt_Cl,GC20_SC300
4,137,-15300.0,12780.0,10,7,3,1,22,AGCL_whole_wafer,Ag,LW300
4,137,-14340.0,12780.0,10,7,3,2,22,AGCL_whole_wafer,Ag,LW600
4,137,-13380.0,12780.0,10,7,3,3,22,AGCL_whole_wafer,Ag,GC20_SC300
4,137,-15300.0,12300.0,10,7,4,1,22,AGCL_whole_wafer,Ag_Cl,LW300
4,137,-14340.0,12300.0,10,7,4,2,22,AGCL_whole_wafer,Ag_Cl,LW600
4,137,-13380.0,12300.0,10,7,4,3,22,AGCL_whole_wafer,Ag_Cl,GC20_SC300
4,137,-15300.0,11820.0,10,7,5,1,22,AGCL_whole_wafer,Pt_Ag,LW300
4,137,-14340.0,11820.0,10,7,5,2,22,AGCL_whole_wafer,Pt_Ag,LW600
4,137,-13380.0,11820.0,10,7,5,3,22,AGCL_whole_wafer,Pt_Ag,GC20_SC300
4,137,-15300.0,11340.0,10,7,6,1,22,AGCL_whole_wafer,Pt_Ag_Cl,LW300
4,137,-14340.0,11340.0,10,7,6,2,22,AGCL_whole_wafer,Pt_Ag_Cl,LW600
4,137,-13380.0,11340.0,10,7,6,3,22,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
4,138,-11460.0,13740.0,10,8,1,1,23,AGCL_whole_wafer,Pt,LW300
4,138,-10500.0,13740.0,10,8,1,2,23,AGCL_whole_wafer,Pt,LW600
4,138,-9540.0,13740.0,10,8,1,3,23,AGCL_whole_wafer,Pt,GC20_SC300
4,138,-11460.0,13260.0,10,8,2,1,23,AGCL_whole_wafer,Pt_Cl,LW300
4,138,-10500.0,13260.0,10,8,2,2,23,AGCL_whole_wafer,Pt_Cl,LW600
4,138,-9540.0,13260.0,10,8,2,3,23,AGCL_whole_wafer,Pt_Cl,GC20_SC300
4,138,-11460.0,12780.0,10,8,3,1,23,AGCL_whole_wafer,Ag,LW300
4,138,-10500.0,12780.0,10,8,3,2,23,AGCL_whole_wafer,Ag,LW600
4,138,-9540.0,12780.0,10,8,3,3,23,AGCL_whole_wafer,Ag,GC20_SC300
4,138,-11460.0,12300.0,10,8,4,1,23,AGCL_whole_wafer,Ag_Cl,LW300
4,138,-10500.0,12300.0,10,8,4,2,23,AGCL_whole_wafer,Ag_Cl,LW600
4,138,-9540.0,12300.0,10,8,4,3,23,AGCL_whole_wafer,Ag_Cl,GC20_SC300
4,138,-11460.0,11820.0,10,8,5,1,23,AGCL_whole_wafer,Pt_Ag,LW300
4,138,-10500.0,11820.0,10,8,5,2,23,AGCL_whole_wafer,Pt_Ag,LW600
4,138,-9540.0,11820.0,10,8,5,3,23,AGCL_whole_wafer,Pt_Ag,GC20_SC300
4,138,-11460.0,11340.0,10,8,6,1,23,AGCL_whole_wafer,Pt_Ag_Cl,LW300
4,138,-10500.0,11340.0,10,8,6,2,23,AGCL_whole_wafer,Pt_Ag_Cl,LW600
4,138,-9540.0,11340.0,10,8,6,3,23,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
4,139,-7620.0,13740.0,10,9,1,1,24,AGCL_whole_wafer,Pt,LW300
4,139,-6660.0,13740.0,10,9,1,2,24,AGCL_whole_wafer,Pt,LW600
4,139,-5700.0,13740.0,10,9,1,3,24,AGCL_whole_wafer,Pt,GC20_SC300
4,139,-7620.0,13260.0,10,9,2,1,24,AGCL_whole_wafer,Pt_Cl,LW300
4,139,-6660.0,13260.0,10,9,2,2,24,AGCL_whole_wafer,Pt_Cl,LW600
4,139,-5700.0,13260.0,10,9,2,3,24,AGCL_whole_wafer,Pt_Cl,GC20_SC300
4,139,-7620.0,12780.0,10,9,3,1,24,AGCL_whole_wafer,Ag,LW300
4,139,-6660.0,12780.0,10,9,3,2,24,AGCL_whole_wafer,Ag,LW600
4,139,-5700.0,12780.0,10,9,3,3,24,AGCL_whole_wafer,Ag,GC20_SC300
4,139,-7620.0,12300.0,10,9,4,1,24,AGCL_whole_wafer,Ag_Cl,LW300
4,139,-6660.0,12300.0,10,9,4,2,24,AGCL_whole_wafer,Ag_Cl,LW600
4,139,-5700.0,12300.0,10,9,4,3,24,AGCL_whole_wafer,Ag_Cl,GC20_SC300
4,139,-7620.0,11820.0,10,9,5,1,24,AGCL_whole_wafer,Pt_Ag,LW300
4,139,-6660.0,11820.0,10,9,5,2,24,AGCL_whole_wafer,Pt_Ag,LW600
4,139,-5700.0,11820.0,10,9,5,3,24,AGCL_whole_wafer,Pt_Ag,GC20_SC300
4,139,-7620.0,11340.0,10,9,6,1,24,AGCL_whole_wafer,Pt_Ag_Cl,LW300
4,139,-6660.0,11340.0,10,9,6,2,24,AGCL_whole_wafer,Pt_Ag_Cl,LW600
4,139,-5700.0,11340.0,10,9,6,3,24,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
4,140,-3780.0,13740.0,10,10,1,1,25,AGCL_whole_wafer,Pt,LW300
4,140,-2820.0,13740.0,10,10,1,2,25,AGCL_whole_wafer,Pt,LW600
4,140,-1860.0,13740.0,10,10,1,3,25,AGCL_whole_wafer,Pt,GC20_SC300
4,140,-3780.0,13260.0,10,10,2,1,25,AGCL_whole_wafer,Pt_Cl,LW300
4,140,-2820.0,13260.0,10,10,2,2,25,AGCL_whole_wafer,Pt_Cl,LW600
4,140,-1860.0,13260.0,10,10,2,3,25,AGCL_whole_wafer,Pt_Cl,GC20_SC300
4,140,-3780.0,12780.0,10,10,3,1,25,AGCL_whole_wafer,Ag,LW300
4,140,-2820.0,12780.0,10,10,3,2,25,AGCL_whole_wafer,Ag,LW600
4,140,-1860.0,12780.0,10,10,3,3,25,AGCL_whole_wafer,Ag,GC20_SC300
4,140,-3780.0,12300.0,10,10,4,1,25,AGCL_whole_wafer,Ag_Cl,LW300
4,140,-2820.0,12300.0,10,10,4,2,25,AGCL_whole_wafer,Ag_Cl,LW600
4,140,-1860.0,12300.0,10,10,4,3,25,AGCL_whole_wafer,Ag_Cl,GC20_SC300
4,140,-3780.0,11820.0,10,10,5,1,25,AGCL_whole_wafer,Pt_Ag,LW300
4,140,-2820.0,11820.0,10,10,5,2,25,AGCL_whole_wafer,Pt_Ag,LW600
4,140,-1860.0,11820.0,10,10,5,3,25,AGCL_whole_wafer,Pt_Ag,GC20_SC300
4,140,-3780.0,11340.0,10,10,6,1,25,AGCL_whole_wafer,Pt_Ag_Cl,LW300
4,140,-2820.0,11340.0,10,10,6,2,25,AGCL_whole_wafer,Pt_Ag_Cl,LW600
4,140,-1860.0,11340.0,10,10,6,3,25,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,61,1020.0,27180.0,6,11,1,1,1,AGCL_whole_wafer,Pt,LW300
5,61,1980.0,27180.0,6,11,1,2,1,AGCL_whole_wafer,Pt,LW600
5,61,2940.0,27180.0,6,11,1,3,1,AGCL_whole_wafer,Pt,GC20_SC300
5,61,1020.0,26700.0,6,11,2,1,1,AGCL_whole_wafer,Pt_Cl,LW300
5,61,1980.0,26700.0,6,11,2,2,1,AGCL_whole_wafer,Pt_Cl,LW600
5,61,2940.0,26700.0,6,11,2,3,1,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,61,1020.0,26220.0,6,11,3,1,1,AGCL_whole_wafer,Ag,LW300
5,61,1980.0,26220.0,6,11,3,2,1,AGCL_whole_wafer,Ag,LW600
5,61,2940.0,26220.0,6,11,3,3,1,AGCL_whole_wafer,Ag,GC20_SC300
5,61,1020.0,25740.0,6,11,4,1,1,AGCL_whole_wafer,Ag_Cl,LW300
5,61,1980.0,25740.0,6,11,4,2,1,AGCL_whole_wafer,Ag_Cl,LW600
5,61,2940.0,25740.0,6,11,4,3,1,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,61,1020.0,25260.0,6,11,5,1,1,AGCL_whole_wafer,Pt_Ag,LW300
5,61,1980.0,25260.0,6,11,5,2,1,AGCL_whole_wafer,Pt_Ag,LW600
5,61,2940.0,25260.0,6,11,5,3,1,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,61,1020.0,24780.0,6,11,6,1,1,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,61,1980.0,24780.0,6,11,6,2,1,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,61,2940.0,24780.0,6,11,6,3,1,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,62,4860.0,27180.0,6,12,1,1,2,AGCL_whole_wafer,Pt,LW300
5,62,5820.0,27180.0,6,12,1,2,2,AGCL_whole_wafer,Pt,LW600
5,62,6780.0,27180.0,6,12,1,3,2,AGCL_whole_wafer,Pt,GC20_SC300
5,62,4860.0,26700.0,6,12,2,1,2,AGCL_whole_wafer,Pt_Cl,LW300
5,62,5820.0,26700.0,6,12,2,2,2,AGCL_whole_wafer,Pt_Cl,LW600
5,62,6780.0,26700.0,6,12,2,3,2,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,62,4860.0,26220.0,6,12,3,1,2,AGCL_whole_wafer,Ag,LW300
5,62,5820.0,26220.0,6,12,3,2,2,AGCL_whole_wafer,Ag,LW600
5,62,6780.0,26220.0,6,12,3,3,2,AGCL_whole_wafer,Ag,GC20_SC300
5,62,4860.0,25740.0,6,12,4,1,2,AGCL_whole_wafer,Ag_Cl,LW300
5,62,5820.0,25740.0,6,12,4,2,2,AGCL_whole_wafer,Ag_Cl,LW600
5,62,6780.0,25740.0,6,12,4,3,2,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,62,4860.0,25260.0,6,12,5,1,2,AGCL_whole_wafer,Pt_Ag,LW300
5,62,5820.0,25260.0,6,12,5,2,2,AGCL_whole_wafer,Pt_Ag,LW600
5,62,6780.0,25260.0,6,12,5,3,2,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,62,4860.0,24780.0,6,12,6,1,2,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,62,5820.0,24780.0,6,12,6,2,2,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,62,6780.0,24780.0,6,12,6,3,2,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,63,8700.0,27180.0,6,13,1,1,3,AGCL_whole_wafer,Pt,LW300
5,63,9660.0,27180.0,6,13,1,2,3,AGCL_whole_wafer,Pt,LW600
5,63,10620.0,27180.0,6,13,1,3,3,AGCL_whole_wafer,Pt,GC20_SC300
5,63,8700.0,26700.0,6,13,2,1,3,AGCL_whole_wafer,Pt_Cl,LW300
5,63,9660.0,26700.0,6,13,2,2,3,AGCL_whole_wafer,Pt_Cl,LW600
5,63,10620.0,26700.0,6,13,2,3,3,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,63,8700.0,26220.0,6,13,3,1,3,AGCL_whole_wafer,Ag,LW300
5,63,9660.0,26220.0,6,13,3,2,3,AGCL_whole_wafer,Ag,LW600
5,63,10620.0,26220.0,6,13,3,3,3,AGCL_whole_wafer,Ag,GC20_SC300
5,63,8700.0,25740.0,6,13,4,1,3,AGCL_whole_wafer,Ag_Cl,LW300
5,63,9660.0,25740.0,6,13,4,2,3,AGCL_whole_wafer,Ag_Cl,LW600
5,63,10620.0,25740.0,6,13,4,3,3,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,63,8700.0,25260.0,6,13,5,1,3,AGCL_whole_wafer,Pt_Ag,LW300
5,63,9660.0,25260.0,6,13,5,2,3,AGCL_whole_wafer,Pt_Ag,LW600
5,63,10620.0,25260.0,6,13,5,3,3,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,63,8700.0,24780.0,6,13,6,1,3,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,63,9660.0,24780.0,6,13,6,2,3,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,63,10620.0,24780.0,6,13,6,3,3,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,64,12540.0,27180.0,6,14,1,1,4,AGCL_whole_wafer,Pt,LW300
5,64,13500.0,27180.0,6,14,1,2,4,AGCL_whole_wafer,Pt,LW600
5,64,14460.0,27180.0,6,14,1,3,4,AGCL_whole_wafer,Pt,GC20_SC300
5,64,12540.0,26700.0,6,14,2,1,4,AGCL_whole_wafer,Pt_Cl,LW300
5,64,13500.0,26700.0,6,14,2,2,4,AGCL_whole_wafer,Pt_Cl,LW600
5,64,14460.0,26700.0,6,14,2,3,4,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,64,12540.0,26220.0,6,14,3,1,4,AGCL_whole_wafer,Ag,LW300
5,64,13500.0,26220.0,6,14,3,2,4,AGCL_whole_wafer,Ag,LW600
5,64,14460.0,26220.0,6,14,3,3,4,AGCL_whole_wafer,Ag,GC20_SC300
5,64,12540.0,25740.0,6,14,4,1,4,AGCL_whole_wafer,Ag_Cl,LW300
5,64,13500.0,25740.0,6,14,4,2,4,AGCL_whole_wafer,Ag_Cl,LW600
5,64,14460.0,25740.0,6,14,4,3,4,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,64,12540.0,25260.0,6,14,5,1,4,AGCL_whole_wafer,Pt_Ag,LW300
5,64,13500.0,25260.0,6,14,5,2,4,AGCL_whole_wafer,Pt_Ag,LW600
5,64,14460.0,25260.0,6,14,5,3,4,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,64,12540.0,24780.0,6,14,6,1,4,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,64,13500.0,24780.0,6,14,6,2,4,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,64,14460.0,24780.0,6,14,6,3,4,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,65,16380.0,27180.0,6,15,1,1,5,AGCL_whole_wafer,Pt,LW300
5,65,17340.0,27180.0,6,15,1,2,5,AGCL_whole_wafer,Pt,LW600
5,65,18300.0,27180.0,6,15,1,3,5,AGCL_whole_wafer,Pt,GC20_SC300
5,65,16380.0,26700.0,6,15,2,1,5,AGCL_whole_wafer,Pt_Cl,LW300
5,65,17340.0,26700.0,6,15,2,2,5,AGCL_whole_wafer,Pt_Cl,LW600
5,65,18300.0,26700.0,6,15,2,3,5,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,65,16380.0,26220.0,6,15,3,1,5,AGCL_whole_wafer,Ag,LW300
5,65,17340.0,26220.0,6,15,3,2,5,AGCL_whole_wafer,Ag,LW600
5,65,18300.0,26220.0,6,15,3,3,5,AGCL_whole_wafer,Ag,GC20_SC300
5,65,16380.0,25740.0,6,15,4,1,5,AGCL_whole_wafer,Ag_Cl,LW300
5,65,17340.0,25740.0,6,15,4,2,5,AGCL_whole_wafer,Ag_Cl,LW600
5,65,18300.0,25740.0,6,15,4,3,5,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,65,16380.0,25260.0,6,15,5,1,5,AGCL_whole_wafer,Pt_Ag,LW300
5,65,17340.0,25260.0,6,15,5,2,5,AGCL_whole_wafer,Pt_Ag,LW600
5,65,18300.0,25260.0,6,15,5,3,5,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,65,16380.0,24780.0,6,15,6,1,5,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,65,17340.0,24780.0,6,15,6,2,5,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,65,18300.0,24780.0,6,15,6,3,5,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,81,1020.0,23820.0,7,11,1,1,6,AGCL_whole_wafer,Pt,LW300
5,81,1980.0,23820.0,7,11,1,2,6,AGCL_whole_wafer,Pt,LW600
5,81,2940.0,23820.0,7,11,1,3,6,AGCL_whole_wafer,Pt,GC20_SC300
5,81,1020.0,23340.0,7,11,2,1,6,AGCL_whole_wafer,Pt_Cl,LW300
5,81,1980.0,23340.0,7,11,2,2,6,AGCL_whole_wafer,Pt_Cl,LW600
5,81,2940.0,23340.0,7,11,2,3,6,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,81,1020.0,22860.0,7,11,3,1,6,AGCL_whole_wafer,Ag,LW300
5,81,1980.0,22860.0,7,11,3,2,6,AGCL_whole_wafer,Ag,LW600
5,81,2940.0,22860.0,7,11,3,3,6,AGCL_whole_wafer,Ag,GC20_SC300
5,81,1020.0,22380.0,7,11,4,1,6,AGCL_whole_wafer,Ag_Cl,LW300
5,81,1980.0,22380.0,7,11,4,2,6,AGCL_whole_wafer,Ag_Cl,LW600
5,81,2940.0,22380.0,7,11,4,3,6,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,81,1020.0,21900.0,7,11,5,1,6,AGCL_whole_wafer,Pt_Ag,LW300
5,81,1980.0,21900.0,7,11,5,2,6,AGCL_whole_wafer,Pt_Ag,LW600
5,81,2940.0,21900.0,7,11,5,3,6,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,81,1020.0,21420.0,7,11,6,1,6,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,81,1980.0,21420.0,7,11,6,2,6,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,81,2940.0,21420.0,7,11,6,3,6,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,82,4860.0,23820.0,7,12,1,1,7,AGCL_whole_wafer,Pt,LW300
5,82,5820.0,23820.0,7,12,1,2,7,AGCL_whole_wafer,Pt,LW600
5,82,6780.0,23820.0,7,12,1,3,7,AGCL_whole_wafer,Pt,GC20_SC300
5,82,4860.0,23340.0,7,12,2,1,7,AGCL_whole_wafer,Pt_Cl,LW300
5,82,5820.0,23340.0,7,12,2,2,7,AGCL_whole_wafer,Pt_Cl,LW600
5,82,6780.0,23340.0,7,12,2,3,7,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,82,4860.0,22860.0,7,12,3,1,7,AGCL_whole_wafer,Ag,LW300
5,82,5820.0,22860.0,7,12,3,2,7,AGCL_whole_wafer,Ag,LW600
5,82,6780.0,22860.0,7,12,3,3,7,AGCL_whole_wafer,Ag,GC20_SC300
5,82,4860.0,22380.0,7,12,4,1,7,AGCL_whole_wafer,Ag_Cl,LW300
5,82,5820.0,22380.0,7,12,4,2,7,AGCL_whole_wafer,Ag_Cl,LW600
5,82,6780.0,22380.0,7,12,4,3,7,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,82,4860.0,21900.0,7,12,5,1,7,AGCL_whole_wafer,Pt_Ag,LW300
5,82,5820.0,21900.0,7,12,5,2,7,AGCL_whole_wafer,Pt_Ag,LW600
5,82,6780.0,21900.0,7,12,5,3,7,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,82,4860.0,21420.0,7,12,6,1,7,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,82,5820.0,21420.0,7,12,6,2,7,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,82,6780.0,21420.0,7,12,6,3,7,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,83,8700.0,23820.0,7,13,1,1,8,AGCL_whole_wafer,Pt,LW300
5,83,9660.0,23820.0,7,13,1,2,8,AGCL_whole_wafer,Pt,LW600
5,83,10620.0,23820.0,7,13,1,3,8,AGCL_whole_wafer,Pt,GC20_SC300
5,83,8700.0,23340.0,7,13,2,1,8,AGCL_whole_wafer,Pt_Cl,LW300
5,83,9660.0,23340.0,7,13,2,2,8,AGCL_whole_wafer,Pt_Cl,LW600
5,83,10620.0,23340.0,7,13,2,3,8,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,83,8700.0,22860.0,7,13,3,1,8,AGCL_whole_wafer,Ag,LW300
5,83,9660.0,22860.0,7,13,3,2,8,AGCL_whole_wafer,Ag,LW600
5,83,10620.0,22860.0,7,13,3,3,8,AGCL_whole_wafer,Ag,GC20_SC300
5,83,8700.0,22380.0,7,13,4,1,8,AGCL_whole_wafer,Ag_Cl,LW300
5,83,9660.0,22380.0,7,13,4,2,8,AGCL_whole_wafer,Ag_Cl,LW600
5,83,10620.0,22380.0,7,13,4,3,8,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,83,8700.0,21900.0,7,13,5,1,8,AGCL_whole_wafer,Pt_Ag,LW300
5,83,9660.0,21900.0,7,13,5,2,8,AGCL_whole_wafer,Pt_Ag,LW600
5,83,10620.0,21900.0,7,13,5,3,8,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,83,8700.0,21420.0,7,13,6,1,8,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,83,9660.0,21420.0,7,13,6,2,8,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,83,10620.0,21420.0,7,13,6,3,8,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,84,12540.0,23820.0,7,14,1,1,9,AGCL_whole_wafer,Pt,LW300
5,84,13500.0,23820.0,7,14,1,2,9,AGCL_whole_wafer,Pt,LW600
5,84,14460.0,23820.0,7,14,1,3,9,AGCL_whole_wafer,Pt,GC20_SC300
5,84,12540.0,23340.0,7,14,2,1,9,AGCL_whole_wafer,Pt_Cl,LW300
5,84,13500.0,23340.0,7,14,2,2,9,AGCL_whole_wafer,Pt_Cl,LW600
5,84,14460.0,23340.0,7,14,2,3,9,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,84,12540.0,22860.0,7,14,3,1,9,AGCL_whole_wafer,Ag,LW300
5,84,13500.0,22860.0,7,14,3,2,9,AGCL_whole_wafer,Ag,LW600
5,84,14460.0,22860.0,7,14,3,3,9,AGCL_whole_wafer,Ag,GC20_SC300
5,84,12540.0,22380.0,7,14,4,1,9,AGCL_whole_wafer,Ag_Cl,LW300
5,84,13500.0,22380.0,7,14,4,2,9,AGCL_whole_wafer,Ag_Cl,LW600
5,84,14460.0,22380.0,7,14,4,3,9,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,84,12540.0,21900.0,7,14,5,1,9,AGCL_whole_wafer,Pt_Ag,LW300
5,84,13500.0,21900.0,7,14,5,2,9,AGCL_whole_wafer,Pt_Ag,LW600
5,84,14460.0,21900.0,7,14,5,3,9,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,84,12540.0,21420.0,7,14,6,1,9,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,84,13500.0,21420.0,7,14,6,2,9,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,84,14460.0,21420.0,7,14,6,3,9,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,85,16380.0,23820.0,7,15,1,1,10,AGCL_whole_wafer,Pt,LW300
5,85,17340.0,23820.0,7,15,1,2,10,AGCL_whole_wafer,Pt,LW600
5,85,18300.0,23820.0,7,15,1,3,10,AGCL_whole_wafer,Pt,GC20_SC300
5,85,16380.0,23340.0,7,15,2,1,10,AGCL_whole_wafer,Pt_Cl,LW300
5,85,17340.0,23340.0,7,15,2,2,10,AGCL_whole_wafer,Pt_Cl,LW600
5,85,18300.0,23340.0,7,15,2,3,10,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,85,16380.0,22860.0,7,15,3,1,10,AGCL_whole_wafer,Ag,LW300
5,85,17340.0,22860.0,7,15,3,2,10,AGCL_whole_wafer,Ag,LW600
5,85,18300.0,22860.0,7,15,3,3,10,AGCL_whole_wafer,Ag,GC20_SC300
5,85,16380.0,22380.0,7,15,4,1,10,AGCL_whole_wafer,Ag_Cl,LW300
5,85,17340.0,22380.0,7,15,4,2,10,AGCL_whole_wafer,Ag_Cl,LW600
5,85,18300.0,22380.0,7,15,4,3,10,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,85,16380.0,21900.0,7,15,5,1,10,AGCL_whole_wafer,Pt_Ag,LW300
5,85,17340.0,21900.0,7,15,5,2,10,AGCL_whole_wafer,Pt_Ag,LW600
5,85,18300.0,21900.0,7,15,5,3,10,AGCL_whole_wafer,Pt_Ag,GC20_SC300
5,85,16380.0,21420.0,7,15,6,1,10,AGCL_whole_wafer,Pt_Ag_Cl,LW300
5,85,17340.0,21420.0,7,15,6,2,10,AGCL_whole_wafer,Pt_Ag_Cl,LW600
5,85,18300.0,21420.0,7,15,6,3,10,AGCL_whole_wafer,Pt_Ag_Cl,GC20_SC300
5,101,1020.0,20460.0,8,11,1,1,11,AGCL_whole_wafer,Pt,LW300
5,101,1980.0,20460.0,8,11,1,2,11,AGCL_whole_wafer,Pt,LW600
5,101,2940.0,20460.0,8,11,1,3,11,AGCL_whole_wafer,Pt,GC20_SC300
5,101,1020.0,19980.0,8,11,2,1,11,AGCL_whole_wafer,Pt_Cl,LW300
5,101,1980.0,19980.0,8,11,2,2,11,AGCL_whole_wafer,Pt_Cl,LW600
5,101,2940.0,19980.0,8,11,2,3,11,AGCL_whole_wafer,Pt_Cl,GC20_SC300
5,101,1020.0,19500.0,8,11,3,1,11,AGCL_whole_wafer,Ag,LW300
5,101,1980.0,19500.0,8,11,3,2,11,AGCL_whole_wafer,Ag,LW600
5,101,2940.0,19500.0,8,11,3,3,11,AGCL_whole_wafer,Ag,GC20_SC300
5,101,1020.0,19020.0,8,11,4,1,11,AGCL_whole_wafer,Ag_Cl,LW300
5,101,1980.0,19020.0,8,11,4,2,11,AGCL_whole_wafer,Ag_Cl,LW600
5,101,2940.0,19020.0,8,11,4,3,11,AGCL_whole_wafer,Ag_Cl,GC20_SC300
5,101,1020.0,18540.0,8,11,5,1,11,AGCL_whole_wafer,Pt_Ag,LW300
5,101,1980.0,18540.0,8,11,5,2,11,AGCL_whole_wafer,Pt_Ag,LW600
