wafer_idx,die,block,block_idx_in_die,structure,material,alias,pin_config,pol,force_current,meanV,meanI,hit_comp,block_row,block_column,event_counter,__pin_variation_object,__curr_variation_object
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,0.0005,5.3920286358863234e-06,0.0004996899999999999,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,0.001,1.1069666805488897e-05,0.00099964,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,1e-05,1.7386526312456385e-07,9.93e-06,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,5e-05,5.362989828725983e-07,4.999e-05,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.0001,1.13141073974082e-06,9.999e-05,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.0005,5.768062809620846e-06,0.00049974,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.001,1.1270732976586438e-05,0.0009996599999999999,False,19,12,9,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,P,1e-05,1.3600453986489317e-08,9.93e-06,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,P,5e-05,3.0766432396460864e-07,4.997e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,P,0.0001,1.0953879156685004e-06,0.00010001,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,P,0.0005,5.61073863918255e-06,0.0004997000000000001,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,P,0.001,1.1431365365561986e-05,0.00099963,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,P,1e-05,3.363355512874766e-07,9.950000000000001e-06,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,P,5e-05,7.366299942951936e-07,4.999e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,P,0.0001,1.1325134792532409e-06,9.999e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,P,0.0005,5.268889390332985e-06,0.0004997000000000001,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,P,0.001,1.139571012132714e-05,0.00099963,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,1e-05,2.5215976850623904e-07,9.95e-06,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,5e-05,4.1205699780684167e-07,4.997e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,0.0001,9.637943338532922e-07,9.999e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,0.0005,5.374384803687636e-06,0.00049971,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R0,N,0.001,1.1233974992839173e-05,0.00099963,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,1e-05,-8.233788359387294e-08,9.970000000000001e-06,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,5e-05,3.6757983747265466e-07,4.996e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.0001,9.873194434515416e-07,9.997e-05,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.0005,5.695649581638732e-06,0.0004997199999999999,False,19,12,10,structure,material
unknown,13,322,17,GC20_SC300,Ag,GC20_SC300,GC20_L_R90,N,0.001,1.131521013692063e-05,0.00099964,False,19,12,10,structure,material
