die,block,structure,material,alias,pin_config,pol,force_current,meanV,meanI,hit_comp,block_row,block_column
3,1,LW300,Ag,LW300,LW300,P,0.001,0.0008939648721373956,0.001,False,1,1
3,1,LW300,Ag,LW300,LW300,P,0.0005,0.0004464080153421434,0.00050002,False,1,1
3,1,LW300,Ag,LW300,LW300,N,0.001,0.0008936015381567071,0.00100001,False,1,1
3,1,LW300,Ag,LW300,LW300,N,0.0005,0.00044643449312211264,0.00050002,False,1,1
3,2,LW300,Ag,LW300,LW300,P,0.001,0.9756026666879973,0.00013891,True,1,2
3,2,LW300,Ag,LW300,LW300,P,0.0005,0.9756035110349808,0.00013884,True,1,2
3,2,LW300,Ag,LW300,LW300,N,0.001,0.9756040038158857,0.0001389,True,1,2
3,2,LW300,Ag,LW300,LW300,N,0.0005,0.9756047775554559,0.00013885999999999998,True,1,2
3,3,LW300,Ag,LW300,LW300,P,0.001,0.003499985939060011,0.0010000299999999998,False,1,3
3,3,LW300,Ag,LW300,LW300,P,0.0005,0.0024566966848106556,0.00050003,False,1,3
3,3,LW300,Ag,LW300,LW300,N,0.001,0.003970387236017595,0.001,False,1,3
3,3,LW300,Ag,LW300,LW300,N,0.0005,0.0024357748256716447,0.0004999900000000001,False,1,3
