die,block,pin_variation,curr_variation,alias,pin_config,pol,force_current,meanV,meanI,hit_comp,block_row,block_column,structure,material
3,7,,,GC,GC20_L_R90,P,0.0005,-4.004470022789083e-05,0.0005,False,2,2,GC20_SC300,Pt_Ag_Cl
3,7,,,GC,GC20_L_R0,N,0.0005,-4.287193873349294e-05,0.00050002,False,2,2,GC20_SC300,Pt_Ag_Cl
3,7,,,GC,GC20_L_R90,N,0.0005,-3.983287798813708e-05,0.00050001,False,2,2,GC20_SC300,Pt_Ag_Cl
3,8,,,LW300,LW300,P,0.001,0.06920567075375222,0.00100001,False,2,3,LW300,Pt
3,8,,,LW300,LW300,N,0.001,0.06920511766234842,0.00100001,False,2,3,LW300,Pt
3,8,,,LW600,LW600,N,0.001,0.13852233047718432,0.00100002,False,2,3,LW600,Pt
3,8,,,LW600,LW600,P,0.001,0.13852273941178606,0.001,False,2,3,LW600,Pt
3,8,,,SC,SC,P,0.001,0.06880391898531595,0.00100006,False,2,3,GC20_SC300,Pt
3,8,,,SC,SC,N,0.001,0.0688040513742158,0.0010000299999999998,False,2,3,GC20_SC300,Pt
3,8,,,GC,GC20_L_R0,P,5e-05,5.1216852387124966e-05,5e-05,False,2,3,GC20_SC300,Pt
3,8,,,GC,GC20_L_R90,P,5e-05,5.114918694942585e-05,5e-05,False,2,3,GC20_SC300,Pt
3,8,,,GC,GC20_L_R0,N,5e-05,5.105651471953359e-05,5e-05,False,2,3,GC20_SC300,Pt
3,8,,,GC,GC20_L_R90,N,5e-05,5.142131968799837e-05,5.0010000000000004e-05,False,2,3,GC20_SC300,Pt
3,8,,,LW300,LW300,P,0.001,0.06925324396941804,0.00100001,False,2,3,LW300,Pt_Cl
3,8,,,LW300,LW300,N,0.001,0.06925321749163807,0.00100006,False,2,3,LW300,Pt_Cl
3,8,,,LW600,LW600,N,0.001,0.13858362653781306,0.00100001,False,2,3,LW600,Pt_Cl
3,8,,,LW600,LW600,P,0.001,0.13858379717239508,0.0010000299999999998,False,2,3,LW600,Pt_Cl
3,8,,,SC,SC,P,0.001,0.06882740330516088,0.00100005,False,2,3,GC20_SC300,Pt_Cl
3,8,,,SC,SC,N,0.001,0.06882768573481388,0.00100004,False,2,3,GC20_SC300,Pt_Cl
3,8,,,GC,GC20_L_R0,P,5e-05,5.1244801154870254e-05,5.002e-05,False,2,3,GC20_SC300,Pt_Cl
3,8,,,GC,GC20_L_R90,P,5e-05,5.105504373175752e-05,5.0010000000000004e-05,False,2,3,GC20_SC300,Pt_Cl
3,8,,,GC,GC20_L_R0,N,5e-05,5.1049159780653245e-05,5e-05,False,2,3,GC20_SC300,Pt_Cl
3,8,,,GC,GC20_L_R90,N,5e-05,5.127422091039161e-05,5.0010000000000004e-05,False,2,3,GC20_SC300,Pt_Cl
3,8,,,LW300,LW300,P,0.001,0.0032325838971753217,0.00100001,False,2,3,LW300,Ag
3,8,,,LW300,LW300,N,0.001,0.0028606137472533075,0.00100003,False,2,3,LW300,Ag
3,8,,,LW600,LW600,N,0.001,0.0010068852487672322,0.00100005,False,2,3,LW600,Ag
3,8,,,LW600,LW600,P,0.001,0.001006729324062969,0.00100002,False,2,3,LW600,Ag
3,8,,,SC,SC,P,0.001,0.0008577212043228638,0.00100001,False,2,3,GC20_SC300,Ag
3,8,,,SC,SC,N,0.001,0.0008569901233981582,0.00100005,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R0,P,0.0005,4.686567054551671e-06,0.00050004,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R0,P,0.001,9.333417439149518e-06,0.00100002,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R90,P,0.0005,4.89986028208149e-06,0.00050001,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R90,P,0.001,1.0327805175771278e-05,0.0010000299999999998,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R0,N,0.0005,4.804246076637089e-06,0.00050001,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R0,N,0.001,9.399611889072565e-06,0.0010000299999999998,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R90,N,0.0005,5.113153509611303e-06,0.00050001,False,2,3,GC20_SC300,Ag
3,8,,,GC,GC20_L_R90,N,0.001,1.0217481092566203e-05,0.00100004,False,2,3,GC20_SC300,Ag
3,8,,,LW300,LW300,P,0.001,0.001944810590592411,0.0010000500000000002,False,2,3,LW300,Ag_Cl
3,8,,,LW300,LW300,N,0.001,0.0019446090652670898,0.00100004,False,2,3,LW300,Ag_Cl
3,8,,,LW600,LW600,N,0.001,0.2770746235043794,0.0010000500000000002,False,2,3,LW600,Ag_Cl
3,8,,,LW600,LW600,P,0.001,0.5697282490709985,0.00070512,True,2,3,LW600,Ag_Cl
3,8,,,SC,SC,P,0.001,0.0030731494160784485,0.00100002,False,2,3,GC20_SC300,Ag_Cl
3,8,,,SC,SC,N,0.001,0.0030712606677739777,0.00100002,False,2,3,GC20_SC300,Ag_Cl
3,8,,,GC,GC20_L_R0,P,0.0005,5.117566472939508e-06,0.00050001,False,2,3,GC20_SC300,Ag_Cl
3,8,,,GC,GC20_L_R90,P,0.0005,6.743007965494309e-06,0.0005,False,2,3,GC20_SC300,Ag_Cl
3,8,,,GC,GC20_L_R0,N,0.0005,5.232303519472787e-06,0.00050001,False,2,3,GC20_SC300,Ag_Cl
3,8,,,GC,GC20_L_R90,N,0.0005,6.610619065648217e-06,0.00050001,False,2,3,GC20_SC300,Ag_Cl
3,8,,,LW300,LW300,P,0.001,0.008300929648139829,0.00100006,False,2,3,LW300,Pt_Ag
3,8,,,LW300,LW300,N,0.001,0.008301854899450973,0.0010000299999999998,False,2,3,LW300,Pt_Ag
3,8,,,LW600,LW600,N,0.001,0.0016178026530336822,0.00100002,False,2,3,LW600,Pt_Ag
3,8,,,LW600,LW600,P,0.001,0.001618382222217453,0.0010000299999999998,False,2,3,LW600,Pt_Ag
3,8,,,SC,SC,P,0.001,0.0028617699436452966,0.0010000299999999998,False,2,3,GC20_SC300,Pt_Ag
3,8,,,SC,SC,N,0.001,0.0028615228176989173,0.00100006,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R0,P,0.0005,-1.469516788291628e-06,0.00050004,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R0,P,0.001,-3.211166315155775e-06,0.00100004,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R90,P,0.0005,4.118765772989436e-08,0.00050003,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R90,P,0.001,-1.4709877760678131e-08,0.00100001,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R0,N,0.0005,-1.618086553674464e-06,0.00050004,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R0,N,0.001,-3.0787774153096845e-06,0.00100002,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R90,N,0.0005,2.574228608118478e-07,0.00050002,False,2,3,GC20_SC300,Pt_Ag
3,8,,,GC,GC20_L_R90,N,0.001,-2.4712594637937296e-07,0.0010000299999999998,False,2,3,GC20_SC300,Pt_Ag
3,8,,,LW300,LW300,P,0.001,0.004288500110494442,0.0010000299999999998,False,2,3,LW300,Pt_Ag_Cl
3,8,,,LW300,LW300,N,0.001,0.0042883353598635226,0.00100004,False,2,3,LW300,Pt_Ag_Cl
3,8,,,LW600,LW600,N,0.001,0.009406001859971803,0.0010000299999999998,False,2,3,LW600,Pt_Ag_Cl
3,8,,,LW600,LW600,P,0.001,0.009406677043361018,0.00100005,False,2,3,LW600,Pt_Ag_Cl
3,8,,,SC,SC,P,0.001,0.005167360880147175,0.00100002,False,2,3,GC20_SC300,Pt_Ag_Cl
3,8,,,SC,SC,N,0.001,0.005168144916631819,0.0010000500000000002,False,2,3,GC20_SC300,Pt_Ag_Cl
3,8,,,GC,GC20_L_R0,P,0.0005,4.637877359163833e-05,0.0004999900000000001,False,2,3,GC20_SC300,Pt_Ag_Cl
3,8,,,GC,GC20_L_R90,P,0.0005,4.5397624745001174e-05,0.0004999900000000001,False,2,3,GC20_SC300,Pt_Ag_Cl
3,8,,,GC,GC20_L_R0,N,0.0005,4.622579086292728e-05,0.0005,False,2,3,GC20_SC300,Pt_Ag_Cl
3,8,,,GC,GC20_L_R90,N,0.0005,4.5188744480799554e-05,0.00050003,False,2,3,GC20_SC300,Pt_Ag_Cl
3,9,,,LW300,LW300,P,0.001,0.06931913245388366,0.0010000500000000002,False,2,4,LW300,Pt
3,9,,,LW300,LW300,N,0.001,0.06931923101006465,0.00100005,False,2,4,LW300,Pt
3,9,,,LW600,LW600,N,0.001,0.1388183079276069,0.0010000500000000002,False,2,4,LW600,Pt
3,9,,,LW600,LW600,P,0.001,0.13881851092392,0.00100007,False,2,4,LW600,Pt
3,9,,,SC,SC,P,0.001,0.06885573158775238,0.00100005,False,2,4,GC20_SC300,Pt
3,9,,,SC,SC,N,0.001,0.0688556139087303,0.0010000299999999998,False,2,4,GC20_SC300,Pt
3,9,,,GC,GC20_L_R0,P,5e-05,5.123156226488565e-05,5.002e-05,False,2,4,GC20_SC300,Pt
3,9,,,GC,GC20_L_R90,P,5e-05,5.097119742852166e-05,5.002e-05,False,2,4,GC20_SC300,Pt
3,9,,,GC,GC20_L_R0,N,5e-05,5.1265394983735204e-05,5.0010000000000004e-05,False,2,4,GC20_SC300,Pt
3,9,,,GC,GC20_L_R90,N,5e-05,5.116242583941047e-05,5e-05,False,2,4,GC20_SC300,Pt
3,9,,,LW300,LW300,P,0.001,0.06936354745879425,0.00100004,False,2,4,LW300,Pt_Cl
3,9,,,LW300,LW300,N,0.001,0.06936341948285772,0.0010000299999999998,False,2,4,LW300,Pt_Cl
3,9,,,LW600,LW600,N,0.001,0.13887614716696187,0.0010000299999999998,False,2,4,LW600,Pt_Cl
3,9,,,LW600,LW600,P,0.001,0.13887607950152417,0.0010000299999999998,False,2,4,LW600,Pt_Cl
3,9,,,SC,SC,P,0.001,0.06889547326449841,0.00100005,False,2,4,GC20_SC300,Pt_Cl
3,9,,,SC,SC,N,0.001,0.06889565125401931,0.00100001,False,2,4,GC20_SC300,Pt_Cl
3,9,,,GC,GC20_L_R0,P,5e-05,5.124038819154205e-05,5.0010000000000004e-05,False,2,4,GC20_SC300,Pt_Cl
3,9,,,GC,GC20_L_R90,P,5e-05,5.110358632836775e-05,5.0010000000000004e-05,False,2,4,GC20_SC300,Pt_Cl
3,9,,,GC,GC20_L_R0,N,5e-05,5.141396474911804e-05,5.0010000000000004e-05,False,2,4,GC20_SC300,Pt_Cl
3,9,,,GC,GC20_L_R90,N,5e-05,5.139337092025309e-05,5.0010000000000004e-05,False,2,4,GC20_SC300,Pt_Cl
3,9,,,LW300,LW300,P,0.001,0.0014782132680237385,0.001,False,2,4,LW300,Ag
3,9,,,LW300,LW300,N,0.001,0.0014775248457445387,0.0010000299999999998,False,2,4,LW300,Ag
3,9,,,LW600,LW600,N,0.001,0.0032635452478859944,0.00100004,False,2,4,LW600,Ag
3,9,,,LW600,LW600,P,0.001,0.003261790359469146,0.00100002,False,2,4,LW600,Ag
3,9,,,SC,SC,P,0.001,0.0200077226115002,0.00100006,False,2,4,GC20_SC300,Ag
3,9,,,SC,SC,N,0.001,0.020010616044455726,0.00100005,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R0,P,0.0005,3.959899093174232e-06,0.00050001,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R0,P,0.001,8.403753164674737e-06,0.00100005,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R90,P,0.0005,5.45442267365901e-06,0.0005,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R90,P,0.001,1.0933852139511167e-05,0.00100002,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R0,N,0.0005,3.909885508787931e-06,0.0004999900000000001,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R0,N,0.001,8.141917340534686e-06,0.0010000299999999998,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R90,N,0.0005,5.160225118445469e-06,0.0005,False,2,4,GC20_SC300,Ag
3,9,,,GC,GC20_L_R90,N,0.001,1.0794108300784736e-05,0.00100001,False,2,4,GC20_SC300,Ag
3,9,,,LW300,LW300,P,0.001,0.0017297492357557622,0.00100005,False,2,4,LW300,Ag_Cl
3,9,,,LW300,LW300,N,0.001,0.0017294829869682936,0.00100006,False,2,4,LW300,Ag_Cl
3,9,,,LW600,LW600,N,0.001,0.005846077582000361,0.00100002,False,2,4,LW600,Ag_Cl
3,9,,,LW600,LW600,P,0.001,0.005584918412237303,0.00100001,False,2,4,LW600,Ag_Cl
3,9,,,SC,SC,P,0.001,0.014307394911315954,0.00100007,False,2,4,GC20_SC300,Ag_Cl
3,9,,,SC,SC,N,0.001,0.014295484323293133,0.00100004,False,2,4,GC20_SC300,Ag_Cl
3,9,,,GC,GC20_L_R0,P,0.0005,3.6274558557829338e-06,0.00050002,False,2,4,GC20_SC300,Ag_Cl
3,9,,,GC,GC20_L_R90,P,0.0005,3.411220652700982e-06,0.0005,False,2,4,GC20_SC300,Ag_Cl
3,9,,,GC,GC20_L_R0,N,0.0005,3.052299635340464e-06,0.00050002,False,2,4,GC20_SC300,Ag_Cl
3,9,,,GC,GC20_L_R90,N,0.0005,3.190572486290827e-06,0.00050003,False,2,4,GC20_SC300,Ag_Cl
3,9,,,LW300,LW300,P,0.001,0.0034837682988288652,0.001,False,2,4,LW300,Pt_Ag
3,9,,,LW300,LW300,N,0.001,0.0034835447086869024,0.00100002,False,2,4,LW300,Pt_Ag
3,9,,,LW600,LW600,N,0.001,0.003268259763708291,0.00100005,False,2,4,LW600,Pt_Ag
3,9,,,LW600,LW600,P,0.001,0.003268315661243782,0.0010000299999999998,False,2,4,LW600,Pt_Ag
3,9,,,SC,SC,P,0.001,0.0026893848861679237,0.0010000299999999998,False,2,4,GC20_SC300,Pt_Ag
3,9,,,SC,SC,N,0.001,0.0026894643195078316,0.00100006,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R0,P,0.0005,7.171065408330007e-06,0.00050002,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R0,P,0.001,1.4487758606490719e-05,0.00100005,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R90,P,0.0005,1.016158355707563e-05,0.00050001,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R90,P,0.001,2.035405785744868e-05,0.0010000299999999998,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R0,N,0.0005,7.0813351539898785e-06,0.00050001,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R0,N,0.001,1.4499526508699259e-05,0.00100003,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R90,N,0.0005,1.0589640999911329e-05,0.00050004,False,2,4,GC20_SC300,Pt_Ag
3,9,,,GC,GC20_L_R90,N,0.001,2.0081925118876158e-05,0.00100005,False,2,4,GC20_SC300,Pt_Ag
3,9,,,LW300,LW300,P,0.001,0.012455166820361466,0.0010000299999999998,False,2,4,LW300,Pt_Ag_Cl
3,9,,,LW300,LW300,N,0.001,0.012450264018103833,0.00100001,False,2,4,LW300,Pt_Ag_Cl
3,9,,,LW600,LW600,N,0.001,0.009385247693439264,0.0010000299999999998,False,2,4,LW600,Pt_Ag_Cl
3,9,,,LW600,LW600,P,0.001,0.009384804926118668,0.0010000299999999998,False,2,4,LW600,Pt_Ag_Cl
3,9,,,SC,SC,P,0.001,0.008444418621744127,0.00100002,False,2,4,GC20_SC300,Pt_Ag_Cl
3,9,,,SC,SC,N,0.001,0.00844413325011557,0.00100006,False,2,4,GC20_SC300,Pt_Ag_Cl
3,9,,,GC,GC20_L_R0,P,0.0005,0.00011919855245809345,0.00050001,False,2,4,GC20_SC300,Pt_Ag_Cl
3,9,,,GC,GC20_L_R90,P,0.0005,1.709434894568267e-05,0.00050003,False,2,4,GC20_SC300,Pt_Ag_Cl
3,9,,,GC,GC20_L_R0,N,0.0005,0.00011893230367062519,0.00050001,False,2,4,GC20_SC300,Pt_Ag_Cl
3,9,,,GC,GC20_L_R90,N,0.0005,1.7531232315174773e-05,0.00050002,False,2,4,GC20_SC300,Pt_Ag_Cl
3,10,,,LW300,LW300,P,0.001,0.06937402236274762,0.00100005,False,2,5,LW300,Pt
3,10,,,LW300,LW300,N,0.001,0.06937363549296252,0.0010000299999999998,False,2,5,LW300,Pt
3,10,,,LW600,LW600,N,0.001,0.13885864976736556,0.00100004,False,2,5,LW600,Pt
3,10,,,LW600,LW600,P,0.001,0.13885872920070547,0.00100002,False,2,5,LW600,Pt
3,10,,,SC,SC,P,0.001,0.06888704744651708,0.00100001,False,2,5,GC20_SC300,Pt
3,10,,,SC,SC,N,0.001,0.06888662527302536,0.00100006,False,2,5,GC20_SC300,Pt
3,10,,,GC,GC20_L_R0,P,5e-05,5.1505165991234235e-05,5.0010000000000004e-05,False,2,5,GC20_SC300,Pt
3,10,,,GC,GC20_L_R90,P,5e-05,5.141837771244624e-05,4.999e-05,False,2,5,GC20_SC300,Pt
3,10,,,GC,GC20_L_R0,N,5e-05,5.1291872763704413e-05,5.0010000000000004e-05,False,2,5,GC20_SC300,Pt
3,10,,,GC,GC20_L_R90,N,5e-05,5.105063076842932e-05,5.0010000000000004e-05,False,2,5,GC20_SC300,Pt
3,10,,,LW300,LW300,P,0.001,0.06941814611207855,0.00100005,False,2,5,LW300,Pt_Cl
3,10,,,LW300,LW300,N,0.001,0.06941796959354543,0.00100004,False,2,5,LW300,Pt_Cl
3,10,,,LW600,LW600,N,0.001,0.13898562396120795,0.00100004,False,2,5,LW600,Pt_Cl
3,10,,,LW600,LW600,P,0.001,0.13898602848284636,0.00100001,False,2,5,LW600,Pt_Cl
3,10,,,SC,SC,P,0.001,0.06886822909989784,0.0010000299999999998,False,2,5,GC20_SC300,Pt_Cl
3,10,,,SC,SC,N,0.001,0.06886811877581464,0.00100005,False,2,5,GC20_SC300,Pt_Cl
3,10,,,GC,GC20_L_R0,P,5e-05,5.122862028933351e-05,5.0010000000000004e-05,False,2,5,GC20_SC300,Pt_Cl
3,10,,,GC,GC20_L_R90,P,5e-05,5.1168309790514735e-05,4.999e-05,False,2,5,GC20_SC300,Pt_Cl
3,10,,,GC,GC20_L_R0,N,5e-05,5.135365425029926e-05,5e-05,False,2,5,GC20_SC300,Pt_Cl
3,10,,,GC,GC20_L_R90,N,5e-05,5.1355125238075334e-05,5e-05,False,2,5,GC20_SC300,Pt_Cl
3,10,,,LW300,LW300,P,0.001,0.0025610161959138244,0.0010000299999999998,False,2,5,LW300,Ag
3,10,,,LW300,LW300,N,0.001,0.0024992832519155914,0.00100002,False,2,5,LW300,Ag
3,10,,,LW600,LW600,N,0.001,0.003854792603610867,0.0010000299999999998,False,2,5,LW600,Ag
3,10,,,LW600,LW600,P,0.001,0.0038914643288682346,0.00100005,False,2,5,LW600,Ag
3,10,,,SC,SC,P,0.001,0.0011056561939790737,0.0010000299999999998,False,2,5,GC20_SC300,Ag
3,10,,,SC,SC,N,0.001,0.001105732685343429,0.00100004,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R0,P,0.0005,3.939305264309284e-06,0.0005000499999999999,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R0,P,0.001,7.797706200934844e-06,0.00100002,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R90,P,0.0005,3.889291679922983e-06,0.00050001,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R90,P,0.001,7.474088890199953e-06,0.0010000299999999998,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R0,N,0.0005,3.692179317929913e-06,0.00050002,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R0,N,0.001,7.803590152039116e-06,0.00100004,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R90,N,0.0005,3.496537943712909e-06,0.00050002,False,2,5,GC20_SC300,Ag
3,10,,,GC,GC20_L_R90,N,0.001,7.290215418191492e-06,0.00100006,False,2,5,GC20_SC300,Ag
3,10,,,LW300,LW300,P,0.001,0.0008860892035843293,0.00100002,False,2,5,LW300,Ag_Cl
3,10,,,LW300,LW300,N,0.001,0.0008857052757747756,0.00100006,False,2,5,LW300,Ag_Cl
3,10,,,LW600,LW600,N,0.001,0.08948154561090291,0.0009999499999999999,False,2,5,LW600,Ag_Cl
3,10,,,LW600,LW600,P,0.001,0.10024086652177142,0.00100006,False,2,5,LW600,Ag_Cl
3,10,,,SC,SC,P,0.001,0.0027982306266580528,0.00100001,False,2,5,GC20_SC300,Ag_Cl
3,10,,,SC,SC,N,0.001,0.002798794014976287,0.00100002,False,2,5,GC20_SC300,Ag_Cl
3,10,,,GC,GC20_L_R0,P,0.0005,6.5503085668294415e-06,0.00050003,False,2,5,GC20_SC300,Ag_Cl
3,10,,,GC,GC20_L_R90,P,0.0005,5.086675729642085e-06,0.00050004,False,2,5,GC20_SC300,Ag_Cl
3,10,,,GC,GC20_L_R0,N,0.0005,6.288472742689391e-06,0.00050002,False,2,5,GC20_SC300,Ag_Cl
3,10,,,GC,GC20_L_R90,N,0.0005,5.055784986344666e-06,0.0005,False,2,5,GC20_SC300,Ag_Cl
3,10,,,LW300,LW300,P,0.001,0.005486265146047546,0.00100005,False,2,5,LW300,Pt_Ag
3,10,,,LW300,LW300,N,0.001,0.005487185984395365,0.00100004,False,2,5,LW300,Pt_Ag
3,10,,,LW600,LW600,N,0.001,0.012126243656718298,0.0010000299999999998,False,2,5,LW600,Pt_Ag
3,10,,,LW600,LW600,P,0.001,0.012124860928208796,0.0010000299999999998,False,2,5,LW600,Pt_Ag
3,10,,,SC,SC,P,0.001,0.004639039439506926,0.00100005,False,2,5,GC20_SC300,Pt_Ag
3,10,,,SC,SC,N,0.001,0.004639310101257722,0.00100004,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R0,P,0.0005,1.142516205671778e-05,0.00050003,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R0,P,0.001,2.319747722858753e-05,0.00100002,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R90,P,0.0005,9.002445189534288e-06,0.00050001,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R90,P,0.001,1.800636136684464e-05,0.00100007,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R0,N,0.0005,1.1525189225490382e-05,0.0004999900000000001,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R0,N,0.001,2.2917989551134672e-05,0.00100005,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R90,N,0.0005,8.965670495132593e-06,0.00050003,False,2,5,GC20_SC300,Pt_Ag
3,10,,,GC,GC20_L_R90,N,0.001,1.78033650537473e-05,0.0010000299999999998,False,2,5,GC20_SC300,Pt_Ag
3,10,,,LW300,LW300,P,0.001,0.014384229015823296,0.0010000299999999998,False,2,5,LW300,Pt_Ag_Cl
3,10,,,LW300,LW300,N,0.001,0.01438609864128668,0.0010000299999999998,False,2,5,LW300,Pt_Ag_Cl
3,10,,,LW600,LW600,N,0.001,0.007966725638380575,0.00100005,False,2,5,LW600,Pt_Ag_Cl
3,10,,,LW600,LW600,P,0.001,0.007967355221148734,0.00100004,False,2,5,LW600,Pt_Ag_Cl
3,10,,,SC,SC,P,0.001,0.008356953688579142,0.00100001,False,2,5,GC20_SC300,Pt_Ag_Cl
3,10,,,SC,SC,N,0.001,0.008360279591940831,0.00100004,False,2,5,GC20_SC300,Pt_Ag_Cl
3,10,,,GC,GC20_L_R0,P,0.0005,2.2513467912716056e-05,0.0005,False,2,5,GC20_SC300,Pt_Ag_Cl
3,10,,,GC,GC20_L_R90,P,0.0005,5.081527272425849e-05,0.00050002,False,2,5,GC20_SC300,Pt_Ag_Cl
3,10,,,GC,GC20_L_R0,N,0.0005,2.257377841153483e-05,0.00050001,False,2,5,GC20_SC300,Pt_Ag_Cl
3,10,,,GC,GC20_L_R90,N,0.0005,5.094619063632852e-05,0.00050002,False,2,5,GC20_SC300,Pt_Ag_Cl
3,11,,,LW300,LW300,P,0.001,0.06884756172164411,0.0010000299999999998,False,3,1,LW300,Pt
3,11,,,LW300,LW300,N,0.001,0.06884799566303804,0.00100005,False,3,1,LW300,Pt
3,11,,,LW600,LW600,N,0.001,0.13803994062985175,0.00100004,False,3,1,LW600,Pt
3,11,,,LW600,LW600,P,0.001,0.13803997740454618,0.0010000299999999998,False,3,1,LW600,Pt
3,11,,,SC,SC,P,0.001,0.0685625387171899,0.0010000299999999998,False,3,1,GC20_SC300,Pt
3,11,,,SC,SC,N,0.001,0.06856233866285236,0.0010000299999999998,False,3,1,GC20_SC300,Pt
3,11,,,GC,GC20_L_R0,P,5e-05,5.076378815209612e-05,4.999e-05,False,3,1,GC20_SC300,Pt
3,11,,,GC,GC20_L_R90,P,5e-05,5.0910886929702884e-05,5.0010000000000004e-05,False,3,1,GC20_SC300,Pt
3,11,,,GC,GC20_L_R0,N,5e-05,5.070641962882948e-05,5e-05,False,3,1,GC20_SC300,Pt
3,11,,,GC,GC20_L_R90,N,5e-05,5.089764803971828e-05,5.0010000000000004e-05,False,3,1,GC20_SC300,Pt
3,11,,,LW300,LW300,P,0.001,0.06893516345667225,0.00100001,False,3,1,LW300,Pt_Cl
3,11,,,LW300,LW300,N,0.001,0.06893478099985048,0.00100002,False,3,1,LW300,Pt_Cl
3,11,,,LW600,LW600,N,0.001,0.13808862149931295,0.0010000299999999998,False,3,1,LW600,Pt_Cl
3,11,,,LW600,LW600,P,0.001,0.13808902160798806,0.00100005,False,3,1,LW600,Pt_Cl
3,11,,,SC,SC,P,0.001,0.06855099146314776,0.0010000299999999998,False,3,1,GC20_SC300,Pt_Cl
3,11,,,SC,SC,N,0.001,0.06855068255571478,0.00100001,False,3,1,GC20_SC300,Pt_Cl
3,11,,,GC,GC20_L_R0,P,5e-05,5.0912357917478956e-05,5.0010000000000004e-05,False,3,1,GC20_SC300,Pt_Cl
3,11,,,GC,GC20_L_R90,P,5e-05,5.073436839657477e-05,5.004e-05,False,3,1,GC20_SC300,Pt_Cl
3,11,,,GC,GC20_L_R0,N,5e-05,5.0575501716759456e-05,5.0010000000000004e-05,False,3,1,GC20_SC300,Pt_Cl
3,11,,,GC,GC20_L_R90,N,5e-05,5.099473323293875e-05,5e-05,False,3,1,GC20_SC300,Pt_Cl
3,11,,,LW300,LW300,P,0.001,0.03220070204164314,0.0010000500000000002,False,3,1,LW300,Ag
3,11,,,LW300,LW300,N,0.001,0.03080735594237185,0.00100003,False,3,1,LW300,Ag
3,11,,,LW600,LW600,N,0.001,0.009465281196359554,0.0010000299999999998,False,3,1,LW600,Ag
3,11,,,LW600,LW600,P,0.001,0.008486525646834065,0.0010000299999999998,False,3,1,LW600,Ag
3,11,,,SC,SC,P,0.001,0.05442116389924427,0.0010000299999999998,False,3,1,GC20_SC300,Ag
3,11,,,SC,SC,N,0.001,0.05448640220711287,0.00100001,False,3,1,GC20_SC300,Ag
3,11,,,GC,GC20_L_R0,P,0.0005,6.031049881877544e-06,0.0005,False,3,1,GC20_SC300,Ag
3,11,,,GC,GC20_L_R0,P,0.001,1.2457795475517301e-05,0.0010000299999999998,False,3,1,GC20_SC300,Ag
3,11,,,GC,GC20_L_R90,P,0.0005,7.1857752860906836e-06,0.0005,False,3,1,GC20_SC300,Ag
