die,block,pin_variation,curr_variation,alias,pin_config,pol,force_current,meanV,meanI,hit_comp,block_row,block_column,structure,material
3,4,,,GC,GC20_L_R90,N,0.0005,4.284987391685192e-06,0.00050002,False,1,4,GC20_SC300,Ag
3,4,,,GC,GC20_L_R90,N,0.001,8.63616923329343e-06,0.00100001,False,1,4,GC20_SC300,Ag
3,4,,,LW300,LW300,P,0.001,0.0009604446936889991,0.00100004,False,1,4,LW300,Ag_Cl
3,4,,,LW300,LW300,N,0.001,0.0009601431411949052,0.00100004,False,1,4,LW300,Ag_Cl
3,4,,,LW600,LW600,N,0.001,0.004411574715742474,0.00100006,False,1,4,LW600,Ag_Cl
3,4,,,LW600,LW600,P,0.001,0.0041464924215806435,0.00100005,False,1,4,LW600,Ag_Cl
3,4,,,SC,SC,P,0.001,0.0017427262899162312,0.00100005,False,1,4,GC20_SC300,Ag_Cl
3,4,,,SC,SC,N,0.001,0.0017426203787963544,0.00100006,False,1,4,GC20_SC300,Ag_Cl
3,4,,,GC,GC20_L_R0,P,0.0005,5.057255974120732e-06,0.0005000499999999999,False,1,4,GC20_SC300,Ag_Cl
3,4,,,GC,GC20_L_R90,P,0.0005,4.3806015971295924e-06,0.0004999900000000001,False,1,4,GC20_SC300,Ag_Cl
3,4,,,GC,GC20_L_R0,N,0.0005,4.70127693231235e-06,0.00050001,False,1,4,GC20_SC300,Ag_Cl
3,4,,,GC,GC20_L_R90,N,0.0005,4.520345435856022e-06,0.00050002,False,1,4,GC20_SC300,Ag_Cl
3,4,,,LW300,LW300,P,0.001,0.001634568971705302,0.00100003,False,1,4,LW300,Pt_Ag
3,4,,,LW300,LW300,N,0.001,0.0016345439649131086,0.00100002,False,1,4,LW300,Pt_Ag
3,4,,,LW600,LW600,N,0.001,0.000989301060892119,0.001,False,1,4,LW600,Pt_Ag
3,4,,,LW600,LW600,P,0.001,0.0009895673096795873,0.00100001,False,1,4,LW600,Pt_Ag
3,4,,,SC,SC,P,0.001,0.0019578656071050117,0.00100004,False,1,4,GC20_SC300,Pt_Ag
3,4,,,SC,SC,N,0.001,0.0019577361601807175,0.00100002,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R0,P,0.0005,5.426473905913723e-06,0.00050001,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R0,P,0.001,1.021895208034227e-05,0.0010000299999999998,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R90,P,0.0005,6.186974586140721e-06,0.00050001,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R90,P,0.001,1.1929710863908997e-05,0.00100002,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R0,N,0.0005,5.070494864105341e-06,0.0004999900000000001,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R0,N,0.001,1.0114511948241463e-05,0.00100005,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R90,N,0.0005,5.858944312077627e-06,0.00050001,False,1,4,GC20_SC300,Pt_Ag
3,4,,,GC,GC20_L_R90,N,0.001,1.2003260252712381e-05,0.00100001,False,1,4,GC20_SC300,Pt_Ag
3,4,,,LW300,LW300,P,0.001,0.004366784608948989,0.00100005,False,1,4,LW300,Pt_Ag_Cl
3,4,,,LW300,LW300,N,0.001,0.004367493625057053,0.00100005,False,1,4,LW300,Pt_Ag_Cl
3,4,,,LW600,LW600,N,0.001,0.006770252130094859,0.00100001,False,1,4,LW600,Pt_Ag_Cl
3,4,,,LW600,LW600,P,0.001,0.006769741697336563,0.00100006,False,1,4,LW600,Pt_Ag_Cl
3,4,,,SC,SC,P,0.001,0.0056547815056738615,0.00100002,False,1,4,GC20_SC300,Pt_Ag_Cl
3,4,,,SC,SC,N,0.001,0.005654357861194354,0.0010000299999999998,False,1,4,GC20_SC300,Pt_Ag_Cl
3,4,,,GC,GC20_L_R0,P,0.0005,1.7123768701204027e-05,0.00050003,False,1,4,GC20_SC300,Pt_Ag_Cl
3,4,,,GC,GC20_L_R90,P,0.0005,5.015627020058016e-05,0.00050003,False,1,4,GC20_SC300,Pt_Ag_Cl
3,4,,,GC,GC20_L_R0,N,0.0005,1.7213498955544154e-05,0.00050001,False,1,4,GC20_SC300,Pt_Ag_Cl
3,4,,,GC,GC20_L_R90,N,0.0005,5.069759370217307e-05,0.00050003,False,1,4,GC20_SC300,Pt_Ag_Cl
3,5,,,LW300,LW300,P,0.001,0.06966430267751349,0.00100006,False,1,5,LW300,Pt
3,5,,,LW300,LW300,N,0.001,0.06966441741456003,0.00100004,False,1,5,LW300,Pt
3,5,,,LW600,LW600,N,0.001,0.13946766518443754,0.0010000299999999998,False,1,5,LW600,Pt
3,5,,,LW600,LW600,P,0.001,0.13946743718133225,0.0010000299999999998,False,1,5,LW600,Pt
3,5,,,SC,SC,P,0.001,0.0692591220365712,0.00100004,False,1,5,GC20_SC300,Pt
3,5,,,SC,SC,N,0.001,0.06925889256247814,0.0010000299999999998,False,1,5,GC20_SC300,Pt
3,5,,,GC,GC20_L_R0,P,5e-05,5.1805247497552044e-05,5.004e-05,False,1,5,GC20_SC300,Pt
3,5,,,GC,GC20_L_R90,P,5e-05,5.123597522821385e-05,5.002e-05,False,1,5,GC20_SC300,Pt
3,5,,,GC,GC20_L_R0,N,5e-05,5.127274992261554e-05,5.0010000000000004e-05,False,1,5,GC20_SC300,Pt
3,5,,,GC,GC20_L_R90,N,5e-05,5.102268200068403e-05,5e-05,False,1,5,GC20_SC300,Pt
3,5,,,LW300,LW300,P,0.001,0.06972222429218394,0.00100001,False,1,5,LW300,Pt_Cl
3,5,,,LW300,LW300,N,0.001,0.06972200070204196,0.00100005,False,1,5,LW300,Pt_Cl
3,5,,,LW600,LW600,N,0.001,0.1395839879557934,0.00100002,False,1,5,LW600,Pt_Cl
3,5,,,LW600,LW600,P,0.001,0.13958446602682065,0.00100005,False,1,5,LW600,Pt_Cl
3,5,,,SC,SC,P,0.001,0.06930228081792103,0.00100005,False,1,5,GC20_SC300,Pt_Cl
3,5,,,SC,SC,N,0.001,0.06930245880744193,0.00100003,False,1,5,GC20_SC300,Pt_Cl
3,5,,,GC,GC20_L_R0,P,5e-05,5.168021353658629e-05,5.002e-05,False,1,5,GC20_SC300,Pt_Cl
3,5,,,GC,GC20_L_R90,P,5e-05,5.1558121551172675e-05,5.0010000000000004e-05,False,1,5,GC20_SC300,Pt_Cl
3,5,,,GC,GC20_L_R0,N,5e-05,5.1675800573258086e-05,5.0010000000000004e-05,False,1,5,GC20_SC300,Pt_Cl
3,5,,,GC,GC20_L_R90,N,5e-05,5.127569189816767e-05,5e-05,False,1,5,GC20_SC300,Pt_Cl
3,5,,,LW300,LW300,P,0.001,0.0007441138764016037,0.00100002,False,1,5,LW300,Ag
3,5,,,LW300,LW300,N,0.001,0.0007442433233258976,0.00100006,False,1,5,LW300,Ag
3,5,,,LW600,LW600,N,0.001,0.004957648036864308,0.00100005,False,1,5,LW600,Ag
3,5,,,LW600,LW600,P,0.001,0.004503871843751841,0.001,False,1,5,LW600,Ag
3,5,,,SC,SC,P,0.001,0.0006245446350239411,0.00100004,False,1,5,GC20_SC300,Ag
3,5,,,SC,SC,N,0.001,0.0006244166590874233,0.00100004,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R0,P,0.0005,6.863628963131858e-06,0.00050004,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R0,P,0.001,1.3722844962935515e-05,0.00100001,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R90,P,0.0005,5.620644292354659e-06,0.00050001,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R90,P,0.001,1.1600209602069836e-05,0.00100005,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R0,N,0.0005,6.854803036475454e-06,0.00050002,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R0,N,0.001,1.3596340014193696e-05,0.00100001,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R90,N,0.0005,5.898660982031453e-06,0.00050004,False,1,5,GC20_SC300,Ag
3,5,,,GC,GC20_L_R90,N,0.001,1.1491356506640826e-05,0.00100001,False,1,5,GC20_SC300,Ag
3,5,,,LW300,LW300,P,0.001,0.001003404891689056,0.00100005,False,1,5,LW300,Ag_Cl
3,5,,,LW300,LW300,N,0.001,0.0010034637312000987,0.00100002,False,1,5,LW300,Ag_Cl
3,5,,,LW600,LW600,N,0.001,0.029578847262298927,0.00100005,False,1,5,LW600,Ag_Cl
3,5,,,LW600,LW600,P,0.001,0.02958740105621676,0.0009999499999999999,False,1,5,LW600,Ag_Cl
3,5,,,SC,SC,P,0.001,0.004833499610539747,0.00100004,False,1,5,GC20_SC300,Ag_Cl
3,5,,,SC,SC,N,0.001,0.0048381538158632255,0.00100005,False,1,5,GC20_SC300,Ag_Cl
3,5,,,GC,GC20_L_R0,P,0.0005,5.261723274994141e-06,0.00050002,False,1,5,GC20_SC300,Ag_Cl
3,5,,,GC,GC20_L_R90,P,0.0005,4.7365806389379754e-06,0.00050001,False,1,5,GC20_SC300,Ag_Cl
3,5,,,GC,GC20_L_R0,N,0.0005,5.0984436318506275e-06,0.00050002,False,1,5,GC20_SC300,Ag_Cl
3,5,,,GC,GC20_L_R90,N,0.0005,4.88662139209688e-06,0.0004999900000000001,False,1,5,GC20_SC300,Ag_Cl
3,5,,,LW300,LW300,P,0.001,0.003435665527563675,0.0010000299999999998,False,1,5,LW300,Pt_Ag
3,5,,,LW300,LW300,N,0.001,0.003435025647881086,0.00100001,False,1,5,LW300,Pt_Ag
3,5,,,LW600,LW600,N,0.001,0.0049320204878296565,0.00100003,False,1,5,LW600,Pt_Ag
3,5,,,LW600,LW600,P,0.001,0.004932338221189287,0.0010000299999999998,False,1,5,LW600,Pt_Ag
3,5,,,SC,SC,P,0.001,0.003541635486951592,0.00100001,False,1,5,GC20_SC300,Pt_Ag
3,5,,,SC,SC,N,0.001,0.0035428505228546235,0.00100004,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R0,P,0.0005,1.5835183409368723e-05,0.00050003,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R0,P,0.001,3.1462957542311905e-05,0.00100002,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R90,P,0.0005,7.506450621273441e-06,0.00050003,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R90,P,0.001,1.5249730274493782e-05,0.00100004,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R0,N,0.0005,1.5885196993755026e-05,0.00050003,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R0,N,0.001,3.14085309945974e-05,0.0010000299999999998,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R90,N,0.0005,7.799177188710911e-06,0.00050001,False,1,5,GC20_SC300,Pt_Ag
3,5,,,GC,GC20_L_R90,N,0.001,1.5185006812346803e-05,0.00100005,False,1,5,GC20_SC300,Pt_Ag
3,5,,,LW300,LW300,P,0.001,0.0026485679173575975,0.00100005,False,1,5,LW300,Pt_Ag_Cl
3,5,,,LW300,LW300,N,0.001,0.0026474955672688445,0.00100002,False,1,5,LW300,Pt_Ag_Cl
3,5,,,LW600,LW600,N,0.001,0.0059905550593901775,0.0010000299999999998,False,1,5,LW600,Pt_Ag_Cl
3,5,,,LW600,LW600,P,0.001,0.0059904991618546875,0.00100002,False,1,5,LW600,Pt_Ag_Cl
3,5,,,SC,SC,P,0.001,0.006062837927718368,0.00100004,False,1,5,GC20_SC300,Pt_Ag_Cl
3,5,,,SC,SC,N,0.001,0.00606463253280517,0.00100004,False,1,5,GC20_SC300,Pt_Ag_Cl
3,5,,,GC,GC20_L_R0,P,0.0005,3.134380753245042e-05,0.00050003,False,1,5,GC20_SC300,Pt_Ag_Cl
3,5,,,GC,GC20_L_R90,P,0.0005,5.0351911574797166e-05,0.00050002,False,1,5,GC20_SC300,Pt_Ag_Cl
3,5,,,GC,GC20_L_R0,N,0.0005,3.1304090862496594e-05,0.00050001,False,1,5,GC20_SC300,Pt_Ag_Cl
3,5,,,GC,GC20_L_R90,N,0.0005,5.0453409731345836e-05,0.00050003,False,1,5,GC20_SC300,Pt_Ag_Cl
3,6,,,LW300,LW300,P,0.001,0.06878800142659111,0.00100004,False,2,1,LW300,Pt
3,6,,,LW300,LW300,N,0.001,0.06878775430064474,0.0010000299999999998,False,2,1,LW300,Pt
3,6,,,LW600,LW600,N,0.001,0.1380602902747459,0.00100004,False,2,1,LW600,Pt
3,6,,,LW600,LW600,P,0.001,0.13806021819634487,0.0010000500000000002,False,2,1,LW600,Pt
3,6,,,SC,SC,P,0.001,0.06869163113342983,0.00100002,False,2,1,GC20_SC300,Pt
3,6,,,SC,SC,N,0.001,0.06869203565506823,0.00100001,False,2,1,GC20_SC300,Pt
3,6,,,GC,GC20_L_R0,P,5e-05,5.072260049436622e-05,5e-05,False,2,1,GC20_SC300,Pt
3,6,,,GC,GC20_L_R90,P,5e-05,5.1046217805101116e-05,4.999e-05,False,2,1,GC20_SC300,Pt
3,6,,,GC,GC20_L_R0,N,5e-05,5.062845727669789e-05,5.002e-05,False,2,1,GC20_SC300,Pt
3,6,,,GC,GC20_L_R90,N,5e-05,5.1174193741619e-05,5.002e-05,False,2,1,GC20_SC300,Pt
3,6,,,LW300,LW300,P,0.001,0.06887555167704712,0.0010000299999999998,False,2,1,LW300,Pt_Cl
3,6,,,LW300,LW300,N,0.001,0.06887550166346273,0.00100003,False,2,1,LW300,Pt_Cl
3,6,,,LW600,LW600,N,0.001,0.13821113271624275,0.0010000500000000002,False,2,1,LW600,Pt_Cl
3,6,,,LW600,LW600,P,0.001,0.13821071936867768,0.00100005,False,2,1,LW600,Pt_Cl
3,6,,,SC,SC,P,0.001,0.06874462346806265,0.00100004,False,2,1,GC20_SC300,Pt_Cl
3,6,,,SC,SC,N,0.001,0.06874440723285957,0.00100004,False,2,1,GC20_SC300,Pt_Cl
3,6,,,GC,GC20_L_R0,P,5e-05,5.070200666550128e-05,5e-05,False,2,1,GC20_SC300,Pt_Cl
3,6,,,GC,GC20_L_R90,P,5e-05,5.088146717418153e-05,5e-05,False,2,1,GC20_SC300,Pt_Cl
3,6,,,GC,GC20_L_R0,N,5e-05,5.103297891511651e-05,5e-05,False,2,1,GC20_SC300,Pt_Cl
3,6,,,GC,GC20_L_R90,N,5e-05,5.103886286622078e-05,5.002e-05,False,2,1,GC20_SC300,Pt_Cl
3,6,,,LW300,LW300,P,0.001,0.009070181234646653,0.00099999,False,2,1,LW300,Ag
3,6,,,LW300,LW300,N,0.001,0.010637393676085814,0.00100006,False,2,1,LW300,Ag
3,6,,,LW600,LW600,N,0.001,0.07338644307446635,0.001,False,2,1,LW600,Ag
3,6,,,LW600,LW600,P,0.001,0.09927480853872894,0.00099999,False,2,1,LW600,Ag
3,6,,,SC,SC,P,0.001,0.004679045894052639,0.00100004,False,2,1,GC20_SC300,Ag
3,6,,,SC,SC,N,0.001,0.004681493617712015,0.00100002,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R0,P,0.0005,1.4852563574955505e-05,0.00050003,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R0,P,0.001,2.9172629574974505e-05,0.00100005,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R90,P,0.0005,1.2994706013782006e-05,0.00050002,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R90,P,0.001,2.5862907078822194e-05,0.00100005,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R0,N,0.0005,1.4703993809572669e-05,0.00050002,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R0,N,0.001,2.9665410479957182e-05,0.00100006,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R90,N,0.0005,1.2822600443982089e-05,0.00050002,False,2,1,GC20_SC300,Ag
3,6,,,GC,GC20_L_R90,N,0.001,2.597323116202727e-05,0.00100004,False,2,1,GC20_SC300,Ag
3,6,,,LW300,LW300,P,0.001,0.03257403726822134,0.00100002,False,2,1,LW300,Ag_Cl
3,6,,,LW300,LW300,N,0.001,0.032572426536606545,0.00100007,False,2,1,LW300,Ag_Cl
3,6,,,LW600,LW600,N,0.001,0.017959325061717102,0.00100004,False,2,1,LW600,Ag_Cl
3,6,,,LW600,LW600,P,0.001,0.017982272471023755,0.00100007,False,2,1,LW600,Ag_Cl
3,6,,,SC,SC,P,0.001,0.016806704641011513,0.0010000299999999998,False,2,1,GC20_SC300,Ag_Cl
3,6,,,SC,SC,N,0.001,0.016806232453935397,0.00100001,False,2,1,GC20_SC300,Ag_Cl
3,6,,,GC,GC20_L_R0,P,0.0005,3.6995342568102493e-06,0.00050002,False,2,1,GC20_SC300,Ag_Cl
3,6,,,GC,GC20_L_R90,P,0.0005,3.156739767441271e-06,0.00050002,False,2,1,GC20_SC300,Ag_Cl
3,6,,,GC,GC20_L_R0,N,0.0005,3.746605865644417e-06,0.00050002,False,2,1,GC20_SC300,Ag_Cl
3,6,,,GC,GC20_L_R90,N,0.0005,3.167036681873744e-06,0.00050001,False,2,1,GC20_SC300,Ag_Cl
3,6,,,LW300,LW300,P,0.001,0.005455397938554542,0.00100006,False,2,1,LW300,Pt_Ag
3,6,,,LW300,LW300,N,0.001,0.005454761000847505,0.00100005,False,2,1,LW300,Pt_Ag
3,6,,,LW600,LW600,N,0.001,0.009335437105366058,0.0010000299999999998,False,2,1,LW600,Pt_Ag
3,6,,,LW600,LW600,P,0.001,0.00933384696758013,0.00100006,False,2,1,LW600,Pt_Ag
3,6,,,SC,SC,P,0.001,0.0035460410953409146,0.00100004,False,2,1,GC20_SC300,Pt_Ag
3,6,,,SC,SC,N,0.001,0.0035464309071015724,0.00100003,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R0,P,0.0005,3.580531345726374e-05,0.00050001,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R0,P,0.001,7.163269173116849e-05,0.00100006,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R90,P,0.0005,7.590885319619728e-05,0.00050002,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R90,P,0.001,0.00015203099961992437,0.0010000299999999998,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R0,N,0.0005,3.5672924557417645e-05,0.00050003,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R0,N,0.001,7.175772569213424e-05,0.00100004,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R90,N,0.0005,7.600152542608954e-05,0.00050003,False,2,1,GC20_SC300,Pt_Ag
3,6,,,GC,GC20_L_R90,N,0.001,0.00015213543975202518,0.00100007,False,2,1,GC20_SC300,Pt_Ag
3,6,,,LW300,LW300,P,0.001,0.017532085488084895,0.0010000299999999998,False,2,1,LW300,Pt_Ag_Cl
3,6,,,LW300,LW300,N,0.001,0.017533247568427987,0.00100003,False,2,1,LW300,Pt_Ag_Cl
3,6,,,LW600,LW600,N,0.001,0.011605352175334968,0.00100008,False,2,1,LW600,Pt_Ag_Cl
3,6,,,LW600,LW600,P,0.001,0.011605681676596806,0.00100004,False,2,1,LW600,Pt_Ag_Cl
3,6,,,SC,SC,P,0.001,0.006478839154741416,0.0010000500000000002,False,2,1,GC20_SC300,Pt_Ag_Cl
3,6,,,SC,SC,N,0.001,0.006478659694232736,0.0010000299999999998,False,2,1,GC20_SC300,Pt_Ag_Cl
3,6,,,GC,GC20_L_R0,P,0.0005,7.841394537884056e-05,0.00050001,False,2,1,GC20_SC300,Pt_Ag_Cl
3,6,,,GC,GC20_L_R90,P,0.0005,0.00019555458593821528,0.00050001,False,2,1,GC20_SC300,Pt_Ag_Cl
3,6,,,GC,GC20_L_R0,N,0.0005,7.825066573569704e-05,0.00050002,False,2,1,GC20_SC300,Pt_Ag_Cl
3,6,,,GC,GC20_L_R90,N,0.0005,0.00019532952480847695,0.0005,False,2,1,GC20_SC300,Pt_Ag_Cl
3,7,,,LW300,LW300,P,0.001,0.06924926641847154,0.00100005,False,2,2,LW300,Pt
3,7,,,LW300,LW300,N,0.001,0.06924902223450072,0.00100003,False,2,2,LW300,Pt
3,7,,,LW600,LW600,N,0.001,0.1384958835879584,0.00100001,False,2,2,LW600,Pt
3,7,,,LW600,LW600,P,0.001,0.1384958218064718,0.00100004,False,2,2,LW600,Pt
3,7,,,SC,SC,P,0.001,0.06859118620412881,0.0010000500000000002,False,2,2,GC20_SC300,Pt
3,7,,,SC,SC,N,0.001,0.06859055662136065,0.0010000299999999998,False,2,2,GC20_SC300,Pt
3,7,,,GC,GC20_L_R0,P,5e-05,5.091529989303109e-05,5.002e-05,False,2,2,GC20_SC300,Pt
3,7,,,GC,GC20_L_R90,P,5e-05,5.0799091858721746e-05,5.002e-05,False,2,2,GC20_SC300,Pt
3,7,,,GC,GC20_L_R0,N,5e-05,5.119772954603609e-05,5e-05,False,2,2,GC20_SC300,Pt
3,7,,,GC,GC20_L_R90,N,5e-05,5.1065340646189994e-05,5e-05,False,2,2,GC20_SC300,Pt
3,7,,,LW300,LW300,P,0.001,0.06926406455549879,0.00100004,False,2,2,LW300,Pt_Cl
3,7,,,LW300,LW300,N,0.001,0.06926369975053032,0.00100002,False,2,2,LW300,Pt_Cl
3,7,,,LW600,LW600,N,0.001,0.1385961873024329,0.00100005,False,2,2,LW600,Pt_Cl
3,7,,,LW600,LW600,P,0.001,0.13859634911108826,0.00100002,False,2,2,LW600,Pt_Cl
3,7,,,SC,SC,P,0.001,0.06864188379783098,0.00100002,False,2,2,GC20_SC300,Pt_Cl
3,7,,,SC,SC,N,0.001,0.06864202059969415,0.00100003,False,2,2,GC20_SC300,Pt_Cl
3,7,,,GC,GC20_L_R0,P,5e-05,5.1066811633966065e-05,5e-05,False,2,2,GC20_SC300,Pt_Cl
3,7,,,GC,GC20_L_R90,P,5e-05,5.0891764088614006e-05,5.002e-05,False,2,2,GC20_SC300,Pt_Cl
3,7,,,GC,GC20_L_R0,N,5e-05,5.1103586328367756e-05,5e-05,False,2,2,GC20_SC300,Pt_Cl
3,7,,,GC,GC20_L_R90,N,5e-05,5.093883569744818e-05,5.002e-05,False,2,2,GC20_SC300,Pt_Cl
3,7,,,LW300,LW300,P,0.001,0.002189559420725658,0.00100006,False,2,2,LW300,Ag
3,7,,,LW300,LW300,N,0.001,0.002178513773515166,0.00100004,False,2,2,LW300,Ag
3,7,,,LW600,LW600,N,0.001,0.002471746360747604,0.00100006,False,2,2,LW600,Ag
3,7,,,LW600,LW600,P,0.001,0.0024708034575831447,0.00100007,False,2,2,LW600,Ag
3,7,,,SC,SC,P,0.001,0.0009541635758851901,0.00100001,False,2,2,GC20_SC300,Ag
3,7,,,SC,SC,N,0.001,0.000954749029020065,0.00100003,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R0,P,0.0005,8.141917340534688e-06,0.00050001,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R0,P,0.001,1.6330906289903538e-05,0.00100001,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R90,P,0.0005,5.3794022970795574e-06,0.00050002,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R90,P,0.001,1.0960329919480387e-05,0.00100005,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R0,N,0.0005,7.946275966317684e-06,0.0005,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R0,N,0.001,1.590726181039604e-05,0.0010000299999999998,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R90,N,0.0005,5.6662449134127564e-06,0.00050003,False,2,2,GC20_SC300,Ag
3,7,,,GC,GC20_L_R90,N,0.001,1.0816173117425754e-05,0.00100002,False,2,2,GC20_SC300,Ag
3,7,,,LW300,LW300,P,0.001,0.001656001263602608,0.001,False,2,2,LW300,Ag_Cl
3,7,,,LW300,LW300,N,0.001,0.0016562116148545857,0.00100001,False,2,2,LW300,Ag_Cl
3,7,,,LW600,LW600,N,0.001,0.008794718179749111,0.00099994,False,2,2,LW600,Ag_Cl
3,7,,,LW600,LW600,P,0.001,0.006897035095526357,0.0010004100000000002,False,2,2,LW600,Ag_Cl
3,7,,,SC,SC,P,0.001,0.001935380087960041,0.00100005,False,2,2,GC20_SC300,Ag_Cl
3,7,,,SC,SC,N,0.001,0.001935768428732923,0.00100005,False,2,2,GC20_SC300,Ag_Cl
3,7,,,GC,GC20_L_R0,P,0.0005,4.6306695190611e-06,0.00050001,False,2,2,GC20_SC300,Ag_Cl
3,7,,,GC,GC20_L_R90,P,0.0005,5.051372023016461e-06,0.00050003,False,2,2,GC20_SC300,Ag_Cl
3,7,,,GC,GC20_L_R0,N,0.0005,4.5938948246594076e-06,0.00050002,False,2,2,GC20_SC300,Ag_Cl
3,7,,,GC,GC20_L_R90,N,0.0005,4.988119548645552e-06,0.00050001,False,2,2,GC20_SC300,Ag_Cl
3,7,,,LW300,LW300,P,0.001,0.006223393301500605,0.0010000299999999998,False,2,2,LW300,Pt_Ag
3,7,,,LW300,LW300,N,0.001,0.00622266957551478,0.001,False,2,2,LW300,Pt_Ag
3,7,,,LW600,LW600,N,0.001,0.001008466560626505,0.00100005,False,2,2,LW600,Pt_Ag
3,7,,,LW600,LW600,P,0.001,0.0010086960347195717,0.00100002,False,2,2,LW600,Pt_Ag
3,7,,,SC,SC,P,0.001,0.003310806614143273,0.00100005,False,2,2,GC20_SC300,Pt_Ag
3,7,,,SC,SC,N,0.001,0.0033110096104563705,0.00100001,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R0,P,0.0005,1.9467052228479864e-05,0.0004999900000000001,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R0,P,0.001,3.879141864268115e-05,0.00100007,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R90,P,0.0005,1.597051428476695e-05,0.00050002,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R90,P,0.001,3.262356689762932e-05,0.00100002,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R0,N,0.0005,1.9074298492269788e-05,0.00050001,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R0,N,0.001,3.884731617817173e-05,0.0010000299999999998,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R90,N,0.0005,1.6354442094320624e-05,0.00050001,False,2,2,GC20_SC300,Pt_Ag
3,7,,,GC,GC20_L_R90,N,0.001,3.241174465787557e-05,0.00100004,False,2,2,GC20_SC300,Pt_Ag
3,7,,,LW300,LW300,P,0.001,0.0037443920290414347,0.00100001,False,2,2,LW300,Pt_Ag_Cl
3,7,,,LW300,LW300,N,0.001,0.0037453010994870444,0.00100003,False,2,2,LW300,Pt_Ag_Cl
3,7,,,LW600,LW600,N,0.001,0.015001378995296947,0.00100006,False,2,2,LW600,Pt_Ag_Cl
3,7,,,LW600,LW600,P,0.001,0.015004187110961461,0.00100007,False,2,2,LW600,Pt_Ag_Cl
3,7,,,SC,SC,P,0.001,0.00464417759980873,0.00100001,False,2,2,GC20_SC300,Pt_Ag_Cl
3,7,,,SC,SC,N,0.001,0.0046452028782886495,0.00100005,False,2,2,GC20_SC300,Pt_Ag_Cl
3,7,,,GC,GC20_L_R0,P,0.0005,-4.266747143261953e-05,0.00050001,False,2,2,GC20_SC300,Pt_Ag_Cl
